restaurant_name,city,locality,cuisines,cost,currency,price_range,rating,votes,cost_bucket,primary_cuisine
McDonald's,new delhi,South Extension 1,"fast food, burger",500,Indian Rupees(Rs.),2,3.3,73,Medium,fast food
ODT,new delhi,South Extension 1,"continental, north indian, italian",800,Indian Rupees(Rs.),2,3.3,12,High,continental
Rainbows,new delhi,South Extension 1,"bakery, fast food",500,Indian Rupees(Rs.),2,2.6,24,Medium,bakery
Subway,new delhi,South Extension 1,"american, fast food, salad, healthy food",500,Indian Rupees(Rs.),2,3.4,167,Medium,american
Bombay Bhelpuri,new delhi,South Extension 1,"street food, beverages",150,Indian Rupees(Rs.),1,3.9,357,Low,street food
The Owl's Kitchen,new delhi,South Extension 1,"north indian, italian, fast food",900,Indian Rupees(Rs.),2,3.5,174,High,north indian
7 Colours Xpress Kitchen,new delhi,South Extension 1,"chinese, north indian",350,Indian Rupees(Rs.),1,0.0,0,Medium,chinese
Royal Cakes,new delhi,South Extension 1,bakery,200,Indian Rupees(Rs.),1,0.0,1,Low,bakery
Street Cafe,new delhi,South Extension 1,fast food,300,Indian Rupees(Rs.),1,0.0,0,Medium,fast food
Street Cafe,new delhi,South Extension 1,fast food,300,Indian Rupees(Rs.),1,0.0,0,Medium,fast food
Dare To Deliver,new delhi,South Extension 1,"chinese, fast food, north indian",600,Indian Rupees(Rs.),2,2.3,59,Medium,chinese
Aggarwal Sweet and Restaurant,new delhi,South Extension 2,"north indian, mithai",400,Indian Rupees(Rs.),1,2.9,18,Medium,north indian
Burger Lust,new delhi,South Extension 2,fast food,100,Indian Rupees(Rs.),1,2.9,13,Low,fast food
Cafe Coffee Day,new delhi,South Extension 2,cafe,450,Indian Rupees(Rs.),1,3.4,31,Medium,cafe
Cakes & Bakes,new delhi,South Extension 2,"bakery, fast food",250,Indian Rupees(Rs.),1,3.2,11,Low,bakery
Chic Fillet,new delhi,South Extension 2,fast food,300,Indian Rupees(Rs.),1,2.9,4,Medium,fast food
Chinese Express,new delhi,South Extension 2,chinese,500,Indian Rupees(Rs.),2,3.1,11,Medium,chinese
Costa Coffee,new delhi,South Extension 2,cafe,600,Indian Rupees(Rs.),2,3.1,6,Medium,cafe
Domino's Pizza,new delhi,South Extension 2,"pizza, fast food",700,Indian Rupees(Rs.),2,2.9,63,High,pizza
Gupta Fast Food,new delhi,South Extension 2,"north indian, chinese",600,Indian Rupees(Rs.),2,3.4,29,Medium,north indian
Hangchuaa's Chinese Food Corner,new delhi,South Extension 2,chinese,600,Indian Rupees(Rs.),2,3.1,20,Medium,chinese
Kathi's,new delhi,South Extension 2,fast food,400,Indian Rupees(Rs.),1,3.0,7,Medium,fast food
Kitchen & Chicken,new delhi,South Extension 2,chinese,600,Indian Rupees(Rs.),2,3.2,50,Medium,chinese
Meal A Deal,new delhi,South Extension 2,"north indian, chinese",400,Indian Rupees(Rs.),1,2.8,13,Medium,north indian
Mohit Restaurant,new delhi,South Extension 2,"north indian, chinese",600,Indian Rupees(Rs.),2,2.8,17,Medium,north indian
Princess Garden,new delhi,South Extension 2,"chinese, north indian",1200,Indian Rupees(Rs.),3,2.7,31,High,chinese
Republic of Chicken,new delhi,South Extension 2,"raw meats, fast food",400,Indian Rupees(Rs.),1,2.8,13,Medium,raw meats
Sai Juice Point,new delhi,South Extension 2,beverages,150,Indian Rupees(Rs.),1,3.1,6,Low,beverages
The Pirates Of China Town,new delhi,South Extension 2,chinese,350,Indian Rupees(Rs.),1,3.2,14,Medium,chinese
Voda Bar,new delhi,South Extension 2,"chinese, north indian",2200,Indian Rupees(Rs.),4,3.2,28,High,chinese
All Things Yummy,new delhi,South Extension 2,"bakery, desserts",350,Indian Rupees(Rs.),1,3.8,68,Medium,bakery
Cake Palace,new delhi,South Extension 2,"bakery, fast food",250,Indian Rupees(Rs.),1,3.8,160,Low,bakery
Charan Singh Kulfi & Kala Khatta,new delhi,South Extension 2,ice cream,100,Indian Rupees(Rs.),1,3.6,29,Low,ice cream
Chinese Hut,new delhi,South Extension 2,chinese,500,Indian Rupees(Rs.),2,3.6,87,Medium,chinese
Costa Coffee,new delhi,South Extension 2,cafe,600,Indian Rupees(Rs.),2,3.8,68,Medium,cafe
Daitchi,new delhi,South Extension 2,"chinese, japanese",1100,Indian Rupees(Rs.),3,3.5,273,High,chinese
DomDom Biryani,new delhi,South Extension 2,"biryani, mughlai, bengali, north indian",800,Indian Rupees(Rs.),2,3.7,89,High,biryani
Gupta's Restaurant,new delhi,South Extension 2,north indian,450,Indian Rupees(Rs.),1,3.5,104,Medium,north indian
Mama's,new delhi,South Extension 2,"north indian, chinese, mughlai",900,Indian Rupees(Rs.),2,3.5,40,High,north indian
McDonald's,new delhi,South Extension 2,"fast food, burger",500,Indian Rupees(Rs.),2,3.6,167,Medium,fast food
Moti Mahal Delux- Legendary Culinary,new delhi,South Extension 2,"north indian, mughlai, chinese",1500,Indian Rupees(Rs.),3,3.6,177,High,north indian
Qureshi's Kabab Corner,new delhi,South Extension 2,"north indian, mughlai",650,Indian Rupees(Rs.),2,3.6,215,Medium,north indian
TukTuk,new delhi,South Extension 2,"asian, chinese, thai, malaysian, indonesian, burmese",1000,Indian Rupees(Rs.),3,3.8,24,High,asian
Anand Sweets,new delhi,South Extension 2,"mithai, street food",150,Indian Rupees(Rs.),1,0.0,2,Low,mithai
Cafe Corner,new delhi,South Extension 2,fast food,250,Indian Rupees(Rs.),1,0.0,3,Low,fast food
Chocolics,new delhi,South Extension 2,"bakery, desserts",600,Indian Rupees(Rs.),2,0.0,2,Medium,bakery
ChocoLite,new delhi,South Extension 2,"bakery, desserts, healthy food",300,Indian Rupees(Rs.),1,0.0,2,Medium,bakery
F Marquee,new delhi,South Extension 2,"north indian, chinese, continental",2000,Indian Rupees(Rs.),4,0.0,3,High,north indian
Republic of Chicken,new delhi,South Extension 2,"raw meats, fast food",400,Indian Rupees(Rs.),1,0.0,1,Medium,raw meats
Special Chicken Biryani,new delhi,South Extension 2,"biryani, mughlai",300,Indian Rupees(Rs.),1,0.0,1,Medium,biryani
Circus,new delhi,South Extension 2,"north indian, chinese, italian",1300,Indian Rupees(Rs.),3,4.0,489,High,north indian
The Society Cafe,new delhi,South Extension 2,"cafe, italian",800,Indian Rupees(Rs.),2,4.1,149,High,cafe
Club London,new delhi,"Southern Park Mall, Saket","north indian, chinese, finger food",2500,Indian Rupees(Rs.),4,3.3,179,High,north indian
3 Pegs Down,new delhi,"Southern Park Mall, Saket","continental, italian, north indian",1200,Indian Rupees(Rs.),3,3.6,217,High,continental
Chicago Pizza,new delhi,"Spark Mall, Kamla Nagar",pizza,600,Indian Rupees(Rs.),2,2.6,27,Medium,pizza
Maakhansingh,new delhi,"Spark Mall, Kamla Nagar",north indian,400,Indian Rupees(Rs.),1,2.9,18,Medium,north indian
Mad Over Donuts,new delhi,"Spark Mall, Kamla Nagar",desserts,450,Indian Rupees(Rs.),1,3.8,72,Medium,desserts
Starbucks,new delhi,"Spark Mall, Kamla Nagar",cafe,700,Indian Rupees(Rs.),2,3.7,147,High,cafe
World of Wok,new delhi,"Spark Mall, Kamla Nagar",chinese,500,Indian Rupees(Rs.),2,3.6,22,Medium,chinese
Alvi's Food Spot,new delhi,"Star City Mall, Mayur Vihar Phase 1","north indian, mughlai",350,Indian Rupees(Rs.),1,3.2,17,Medium,north indian
Cafe Coffee Day,new delhi,"Star City Mall, Mayur Vihar Phase 1",cafe,450,Indian Rupees(Rs.),1,2.7,29,Medium,cafe
Code,new delhi,"Star City Mall, Mayur Vihar Phase 1","north indian, mughlai, chinese",850,Indian Rupees(Rs.),2,2.5,117,High,north indian
Haowin,new delhi,"Star City Mall, Mayur Vihar Phase 1","chinese, continental, thai",1100,Indian Rupees(Rs.),3,3.2,88,High,chinese
Mirror,new delhi,"Star City Mall, Mayur Vihar Phase 1","north indian, chinese, continental",1250,Indian Rupees(Rs.),3,3.3,131,High,north indian
Pizza Hut Delivery,new delhi,"Star City Mall, Mayur Vihar Phase 1","italian, pizza, fast food",800,Indian Rupees(Rs.),2,2.7,87,High,italian
Platinum Lounge,new delhi,"Star City Mall, Mayur Vihar Phase 1","north indian, chinese, continental",1400,Indian Rupees(Rs.),3,3.3,91,High,north indian
Aap Ki Rasoi Ghar,new delhi,Subhash Nagar,"north indian, fast food",250,Indian Rupees(Rs.),1,3.0,6,Low,north indian
Aggarwal Sweet & Pastry,new delhi,Subhash Nagar,"mithai, chinese",100,Indian Rupees(Rs.),1,2.8,5,Low,mithai
Craving,new delhi,Subhash Nagar,"chinese, fast food",600,Indian Rupees(Rs.),2,3.1,10,Medium,chinese
Dakshin South Indian Hut,new delhi,Subhash Nagar,south indian,200,Indian Rupees(Rs.),1,3.0,4,Low,south indian
Food & Travel Cafe,new delhi,Subhash Nagar,"fast food, italian",400,Indian Rupees(Rs.),1,3.2,10,Medium,fast food
Jolly Tandoori Zaika,new delhi,Subhash Nagar,"north indian, chinese",400,Indian Rupees(Rs.),1,3.2,11,Medium,north indian
Lababdar Rasoi,new delhi,Subhash Nagar,north indian,200,Indian Rupees(Rs.),1,3.3,16,Low,north indian
Madan Da Dhaba,new delhi,Subhash Nagar,north indian,150,Indian Rupees(Rs.),1,3.0,5,Low,north indian
Nishtha,new delhi,Subhash Nagar,"street food, chinese",250,Indian Rupees(Rs.),1,3.3,21,Low,street food
P2 Tandoori Momos Station,new delhi,Subhash Nagar,"chinese, north indian",200,Indian Rupees(Rs.),1,3.1,10,Low,chinese
Punjabi's Veg Grill,new delhi,Subhash Nagar,north indian,350,Indian Rupees(Rs.),1,2.9,7,Medium,north indian
Sethi's The Cake Shop,new delhi,Subhash Nagar,"bakery, fast food",150,Indian Rupees(Rs.),1,2.8,16,Low,bakery
Soya Grill,new delhi,Subhash Nagar,"north indian, chinese",300,Indian Rupees(Rs.),1,3.0,4,Medium,north indian
Sunny Kebab Wala,new delhi,Subhash Nagar,"north indian, fast food",300,Indian Rupees(Rs.),1,3.3,15,Medium,north indian
Vaishno Bhojnalaya,new delhi,Subhash Nagar,north indian,150,Indian Rupees(Rs.),1,3.1,10,Low,north indian
Valentine Coffee Bar,new delhi,Subhash Nagar,"beverages, fast food",400,Indian Rupees(Rs.),1,2.9,8,Medium,beverages
Zayka Delhi-6,new delhi,Subhash Nagar,"north indian, mughlai",600,Indian Rupees(Rs.),2,3.1,11,Medium,north indian
13 Cafe,new delhi,Subhash Nagar,cafe,500,Indian Rupees(Rs.),2,0.0,0,Medium,cafe
Aggarwal Sweet Corner,new delhi,Subhash Nagar,mithai,100,Indian Rupees(Rs.),1,0.0,2,Low,mithai
Babu Meat Wala,new delhi,Subhash Nagar,"raw meats, north indian",350,Indian Rupees(Rs.),1,0.0,1,Medium,raw meats
Batra Chinese Food & Chaap,new delhi,Subhash Nagar,chinese,250,Indian Rupees(Rs.),1,0.0,0,Low,chinese
Celebration Family Restaurant,new delhi,Subhash Nagar,"north indian, chinese",800,Indian Rupees(Rs.),2,0.0,0,High,north indian
Ching Chinese,new delhi,Subhash Nagar,"chinese, fast food",400,Indian Rupees(Rs.),1,0.0,0,Medium,chinese
Choices An Absolute BBQ,new delhi,Subhash Nagar,north indian,200,Indian Rupees(Rs.),1,0.0,3,Low,north indian
Delhi-27,new delhi,Subhash Nagar,"chinese, south indian",250,Indian Rupees(Rs.),1,0.0,0,Low,chinese
Desi Kukkad,new delhi,Subhash Nagar,north indian,300,Indian Rupees(Rs.),1,0.0,0,Medium,north indian
Freezy,new delhi,Subhash Nagar,ice cream,50,Indian Rupees(Rs.),1,0.0,0,Low,ice cream
Gourmet Bistro,new delhi,Subhash Nagar,"cafe, fast food, bakery",500,Indian Rupees(Rs.),2,0.0,1,Medium,cafe
Jiya Amritsari Naan,new delhi,Subhash Nagar,north indian,200,Indian Rupees(Rs.),1,0.0,0,Low,north indian
Kedgy Bite,new delhi,Subhash Nagar,fast food,100,Indian Rupees(Rs.),1,0.0,0,Low,fast food
Khera's Foodie Corner,new delhi,Subhash Nagar,"chinese, north indian",150,Indian Rupees(Rs.),1,0.0,0,Low,chinese
Lajwab Pastry Palace,new delhi,Subhash Nagar,bakery,100,Indian Rupees(Rs.),1,0.0,1,Low,bakery
Madan Sweets & Bakers,new delhi,Subhash Nagar,mithai,100,Indian Rupees(Rs.),1,0.0,0,Low,mithai
Momo's King,new delhi,Subhash Nagar,chinese,200,Indian Rupees(Rs.),1,0.0,0,Low,chinese
New Pishori Chicken Kabab,new delhi,Subhash Nagar,fast food,300,Indian Rupees(Rs.),1,0.0,0,Medium,fast food
New Sindhi Chicken Corner,new delhi,Subhash Nagar,"north indian, mughlai",500,Indian Rupees(Rs.),2,0.0,0,Medium,north indian
Radha Swami Chaat Bhandar,new delhi,Subhash Nagar,street food,100,Indian Rupees(Rs.),1,0.0,0,Low,street food
Rajender Di Punjabi Rasoi,new delhi,Subhash Nagar,north indian,100,Indian Rupees(Rs.),1,0.0,1,Low,north indian
Ram Ji Snacks & Food Corner,new delhi,Subhash Nagar,street food,100,Indian Rupees(Rs.),1,0.0,1,Low,street food
Ram Ram Ji Kachori Bhandar,new delhi,Subhash Nagar,street food,50,Indian Rupees(Rs.),1,0.0,0,Low,street food
Rana's Food Corner,new delhi,Subhash Nagar,north indian,200,Indian Rupees(Rs.),1,0.0,0,Low,north indian
Sanjay Chicken Shop,new delhi,Subhash Nagar,"raw meats, fast food",350,Indian Rupees(Rs.),1,0.0,0,Medium,raw meats
Sharma Ji Spring Roll,new delhi,Subhash Nagar,fast food,150,Indian Rupees(Rs.),1,0.0,1,Low,fast food
Shree Raja Ram,new delhi,Subhash Nagar,fast food,50,Indian Rupees(Rs.),1,0.0,0,Low,fast food
South Indian Hut,new delhi,Subhash Nagar,south indian,250,Indian Rupees(Rs.),1,0.0,2,Low,south indian
Special Moradabadi Chicken Corner,new delhi,Subhash Nagar,biryani,200,Indian Rupees(Rs.),1,0.0,0,Low,biryani
Standard Pastry Shop,new delhi,Subhash Nagar,"bakery, fast food",200,Indian Rupees(Rs.),1,0.0,2,Low,bakery
Sushil Punjabi Vaishno Dhaba,new delhi,Subhash Nagar,north indian,150,Indian Rupees(Rs.),1,0.0,0,Low,north indian
Variety of Shawarmas,new delhi,Subhash Nagar,fast food,150,Indian Rupees(Rs.),1,0.0,0,Low,fast food
Vrindavan Sweets,new delhi,Subhash Nagar,"south indian, street food, mithai",300,Indian Rupees(Rs.),1,0.0,0,Medium,south indian
Flirty Momo's,new delhi,Subhash Nagar,chinese,350,Indian Rupees(Rs.),1,2.4,26,Medium,chinese
Nathu's Sweets,new delhi,Sunder Nagar,"north indian, south indian, chinese, street food, fast food, mithai, desserts",600,Indian Rupees(Rs.),2,3.3,173,Medium,north indian
Basil & Thyme,new delhi,Sunder Nagar,"continental, european",2200,Indian Rupees(Rs.),4,3.6,127,High,continental
Kamal's,new delhi,Sunder Nagar,north indian,550,Indian Rupees(Rs.),2,3.7,286,Medium,north indian
Orange Peel by Rasleen Kochhar,new delhi,Sunder Nagar,"bakery, fast food",700,Indian Rupees(Rs.),2,3.6,44,High,bakery
ATM Bistro,new delhi,Sunder Nagar,european,1000,Indian Rupees(Rs.),3,0.0,3,High,european
Masala House,new delhi,Sunder Nagar,north indian,1800,Indian Rupees(Rs.),3,4.0,169,High,north indian
Number 8,new delhi,Sunder Nagar,"continental, north indian, european, asian",2200,Indian Rupees(Rs.),4,4.0,165,High,continental
Keventers,new delhi,"T3 Domestic Arrival, Aerocity",beverages,400,Indian Rupees(Rs.),1,3.2,6,Medium,beverages
4700BC Popcorn,new delhi,Tagore Garden,fast food,400,Indian Rupees(Rs.),1,3.2,24,Medium,fast food
Chennai X-Press,new delhi,Tagore Garden,fast food,200,Indian Rupees(Rs.),1,2.9,6,Low,fast food
Chinese Sigdi,new delhi,Tagore Garden,chinese,250,Indian Rupees(Rs.),1,3.0,5,Low,chinese
Da Pizza Pind,new delhi,Tagore Garden,"pizza, italian",250,Indian Rupees(Rs.),1,3.2,36,Low,pizza
Faasos,new delhi,Tagore Garden,"north indian, fast food",600,Indian Rupees(Rs.),2,3.0,4,Medium,north indian
Frontier,new delhi,Tagore Garden,bakery,200,Indian Rupees(Rs.),1,2.9,5,Low,bakery
Gyan Di Hatti,new delhi,Tagore Garden,north indian,200,Indian Rupees(Rs.),1,2.9,5,Low,north indian
Hot Stuff,new delhi,Tagore Garden,"chinese, fast food",450,Indian Rupees(Rs.),1,3.3,14,Medium,chinese
KK Da Dhaba,new delhi,Tagore Garden,north indian,400,Indian Rupees(Rs.),1,3.4,55,Medium,north indian
Last Bencher's,new delhi,Tagore Garden,chinese,300,Indian Rupees(Rs.),1,3.0,6,Medium,chinese
Raj Bakers And Confectioners,new delhi,Tagore Garden,"fast food, bakery",100,Indian Rupees(Rs.),1,3.0,6,Low,fast food
Taste Drive,new delhi,Tagore Garden,fast food,250,Indian Rupees(Rs.),1,3.4,21,Low,fast food
The Kafilla,new delhi,Tagore Garden,north indian,600,Indian Rupees(Rs.),2,3.0,5,Medium,north indian
Tibb's Frankie,new delhi,Tagore Garden,fast food,250,Indian Rupees(Rs.),1,3.1,8,Low,fast food
4 Barrels Cafí© & Lounge,new delhi,Tagore Garden,"north indian, continental, lebanese",1200,Indian Rupees(Rs.),3,3.5,24,High,north indian
Baadshah,new delhi,Tagore Garden,"north indian, chinese",1000,Indian Rupees(Rs.),3,3.5,26,High,north indian
Behrouz Biryani,new delhi,Tagore Garden,biryani,600,Indian Rupees(Rs.),2,3.5,54,Medium,biryani
Galina Restaurant,new delhi,Tagore Garden,north indian,700,Indian Rupees(Rs.),2,3.5,38,High,north indian
Masala Factory,new delhi,Tagore Garden,"north indian, chinese",500,Indian Rupees(Rs.),2,3.8,18,Medium,north indian
Ovenstory Pizza,new delhi,Tagore Garden,"pizza, fast food",500,Indian Rupees(Rs.),2,3.5,12,Medium,pizza
Ajeet Fast Food Corner,new delhi,Tagore Garden,fast food,350,Indian Rupees(Rs.),1,0.0,1,Medium,fast food
Al Changezi,new delhi,Tagore Garden,mughlai,250,Indian Rupees(Rs.),1,0.0,1,Low,mughlai
Dolce Gelato,new delhi,Tagore Garden,ice cream,120,Indian Rupees(Rs.),1,0.0,0,Low,ice cream
Dragon Way,new delhi,Tagore Garden,"chinese, fast food",350,Indian Rupees(Rs.),1,0.0,1,Medium,chinese
Foodaholic,new delhi,Tagore Garden,"chinese, north indian",400,Indian Rupees(Rs.),1,0.0,1,Medium,chinese
Indian Chinese Fast Food,new delhi,Tagore Garden,chinese,100,Indian Rupees(Rs.),1,0.0,1,Low,chinese
Jagadeesh Kharodewala,new delhi,Tagore Garden,north indian,200,Indian Rupees(Rs.),1,0.0,3,Low,north indian
Punjabi Shahi Chicken Soup,new delhi,Tagore Garden,chinese,250,Indian Rupees(Rs.),1,0.0,2,Low,chinese
Ramu Ka Dhaba,new delhi,Tagore Garden,mughlai,350,Indian Rupees(Rs.),1,0.0,3,Medium,mughlai
Sardar Ji Chicken Corner,new delhi,Tagore Garden,"mughlai, north indian",300,Indian Rupees(Rs.),1,0.0,0,Medium,mughlai
Satguru Tiffin Service,new delhi,Tagore Garden,north indian,200,Indian Rupees(Rs.),1,0.0,1,Low,north indian
Seth Baker's,new delhi,Tagore Garden,"bakery, desserts",200,Indian Rupees(Rs.),1,0.0,3,Low,bakery
Sri Durga Dosa Corner,new delhi,Tagore Garden,south indian,300,Indian Rupees(Rs.),1,0.0,3,Medium,south indian
V S Cafe,new delhi,Tagore Garden,fast food,200,Indian Rupees(Rs.),1,0.0,2,Low,fast food
Vijay South Indian Food,new delhi,Tagore Garden,south indian,250,Indian Rupees(Rs.),1,0.0,2,Low,south indian
Punjab Grill,new delhi,Tagore Garden,north indian,1600,Indian Rupees(Rs.),3,4.3,1252,High,north indian
Insomnia - Taj Vivanta,new delhi,"Taj Vivanta, Khan Market","italian, continental, finger food",3000,Indian Rupees(Rs.),4,3.3,50,High,italian
Larry's China - Taj Vivanta,new delhi,"Taj Vivanta, Khan Market",chinese,3200,Indian Rupees(Rs.),4,3.7,147,High,chinese
Yellow Brick Road - Taj Vivanta,new delhi,"Taj Vivanta, Khan Market","continental, north indian, south indian, italian",2500,Indian Rupees(Rs.),4,3.9,821,High,continental
English Tadka,new delhi,"TDI Mall, Rajouri Garden","north indian, european",800,Indian Rupees(Rs.),2,3.3,152,High,north indian
Burger King,new delhi,"TDI Mall, Rajouri Garden","burger, fast food",500,Indian Rupees(Rs.),2,3.6,186,Medium,burger
Pizza Hut,new delhi,"TDI Mall, Rajouri Garden","italian, pizza, fast food",1000,Indian Rupees(Rs.),3,3.6,141,High,italian
Cake Shop - The Ashok,new delhi,"The Ashok, Chanakyapuri","bakery, desserts",500,Indian Rupees(Rs.),2,3.1,26,Medium,bakery
Samavar - The Ashok,new delhi,"The Ashok, Chanakyapuri","continental, north indian, chinese",2200,Indian Rupees(Rs.),4,3.2,48,High,continental
Tea Lounge - The Ashok,new delhi,"The Ashok, Chanakyapuri",cafe,1600,Indian Rupees(Rs.),3,3.2,18,High,cafe
Frontier - The Ashok,new delhi,"The Ashok, Chanakyapuri","north indian, mughlai",3600,Indian Rupees(Rs.),4,3.7,101,High,north indian
The Oudh - The Ashok,new delhi,"The Ashok, Chanakyapuri",north indian,3700,Indian Rupees(Rs.),4,3.6,100,High,north indian
Zerruco - The Ashok,new delhi,"The Ashok, Chanakyapuri","mediterranean, italian",2500,Indian Rupees(Rs.),4,4.4,609,High,mediterranean
The Claridges Garden -The Claridges,new delhi,"The Claridges, Aurangzeb Road","cafe, american, tea",2000,Indian Rupees(Rs.),4,3.1,5,High,cafe
Aura - The Claridges,new delhi,"The Claridges, Aurangzeb Road",continental,4100,Indian Rupees(Rs.),4,3.5,42,High,continental
Dhaba - The Claridges,new delhi,"The Claridges, Aurangzeb Road",north indian,4300,Indian Rupees(Rs.),4,3.9,548,High,north indian
Jade - The Claridges,new delhi,"The Claridges, Aurangzeb Road",chinese,5000,Indian Rupees(Rs.),4,3.8,134,High,chinese
Pickwicks - The Claridges,new delhi,"The Claridges, Aurangzeb Road","european, continental",3600,Indian Rupees(Rs.),4,3.7,139,High,european
Ye Old Bakery - The Claridges,new delhi,"The Claridges, Aurangzeb Road","bakery, desserts",1000,Indian Rupees(Rs.),3,3.7,65,High,bakery
Sevilla - The Claridges,new delhi,"The Claridges, Aurangzeb Road","spanish, italian",4500,Indian Rupees(Rs.),4,4.3,800,High,spanish
GBar - The Grand New Delhi,new delhi,"The Grand New Delhi, Vasant Kunj","american, finger food",2650,Indian Rupees(Rs.),4,3.3,145,High,american
Cascades - The Grand New Delhi,new delhi,"The Grand New Delhi, Vasant Kunj","north indian, continental, asian",3200,Indian Rupees(Rs.),4,3.6,97,High,north indian
1911 Bar - The Imperial,new delhi,"The Imperial, Janpath","finger food, european",2000,Indian Rupees(Rs.),4,3.2,10,High,finger food
Nostalgia at 1911 Brasserie - The Imperial,new delhi,"The Imperial, Janpath","european, continental",6000,Indian Rupees(Rs.),4,3.2,12,High,european
Patiala Peg - The Imperial,new delhi,"The Imperial, Janpath",finger food,3000,Indian Rupees(Rs.),4,3.3,25,High,finger food
1911 - The Imperial,new delhi,"The Imperial, Janpath","north indian, chinese, south indian, italian",6000,Indian Rupees(Rs.),4,3.9,272,High,north indian
Daniell's Tavern - The Imperial,new delhi,"The Imperial, Janpath",north indian,4000,Indian Rupees(Rs.),4,3.7,59,High,north indian
La Baguette - The Imperial,new delhi,"The Imperial, Janpath","desserts, bakery",900,Indian Rupees(Rs.),2,3.8,45,High,desserts
San Gimignano - The Imperial,new delhi,"The Imperial, Janpath",italian,5000,Indian Rupees(Rs.),4,3.7,104,High,italian
The Atrium - The Imperial,new delhi,"The Imperial, Janpath","european, desserts",2500,Indian Rupees(Rs.),4,3.6,57,High,european
The Spice Route - The Imperial,new delhi,"The Imperial, Janpath","malaysian, thai, kerala, vietnamese, sri lankan",6000,Indian Rupees(Rs.),4,4.0,259,High,malaysian
Bao Cha,new delhi,"The India Mall, New Friends Colony","chinese, thai, asian",1000,Indian Rupees(Rs.),3,3.0,90,High,chinese
Nazeer Delicacies,new delhi,"The India Mall, New Friends Colony","north indian, mughlai",900,Indian Rupees(Rs.),2,3.3,21,High,north indian
Open Oven,new delhi,"The India Mall, New Friends Colony","bakery, desserts, fast food",250,Indian Rupees(Rs.),1,3.4,109,Low,bakery
Slurp Pasta Express,new delhi,"The India Mall, New Friends Colony","cafe, fast food",300,Indian Rupees(Rs.),1,2.9,5,Medium,cafe
Urban Gala,new delhi,"The India Mall, New Friends Colony","chinese, cafe",700,Indian Rupees(Rs.),2,2.8,19,High,chinese
Shree Rathnam,new delhi,"The India Mall, New Friends Colony","south indian, north indian, chinese",800,Indian Rupees(Rs.),2,3.5,96,High,south indian
Stuffed Kathi Roll,new delhi,"The India Mall, New Friends Colony",fast food,250,Indian Rupees(Rs.),1,0.0,1,Low,fast food
Subway,new delhi,"The India Mall, New Friends Colony","american, fast food, salad, healthy food",500,Indian Rupees(Rs.),2,1.9,146,Medium,american
24/7 Pastry Shop - The Lalit New Delhi,new delhi,"The Lalit New Delhi, Barakhamba Road","bakery, desserts",900,Indian Rupees(Rs.),2,3.3,46,High,bakery
Le Petit Cafe - The Lalit New Delhi,new delhi,"The Lalit New Delhi, Barakhamba Road",cafe,1600,Indian Rupees(Rs.),3,3.2,31,High,cafe
The Grill Room - The Lalit New Delhi,new delhi,"The Lalit New Delhi, Barakhamba Road",continental,4500,Indian Rupees(Rs.),4,3.4,51,High,continental
24/7 Bar- The Lalit New Delhi,new delhi,"The Lalit New Delhi, Barakhamba Road",finger food,3000,Indian Rupees(Rs.),4,3.5,45,High,finger food
24/7 Restaurant - The Lalit New Delhi,new delhi,"The Lalit New Delhi, Barakhamba Road","continental, north indian, italian, asian",5100,Indian Rupees(Rs.),4,3.7,419,High,continental
Baluchi - The Lalit New Delhi,new delhi,"The Lalit New Delhi, Barakhamba Road","mughlai, north indian, south indian",4500,Indian Rupees(Rs.),4,3.9,265,High,mughlai
Kitty Su - The Lalit New Delhi,new delhi,"The Lalit New Delhi, Barakhamba Road",finger food,5000,Indian Rupees(Rs.),4,3.7,747,High,finger food
Woks - The Lalit New Delhi,new delhi,"The Lalit New Delhi, Barakhamba Road","chinese, seafood",4500,Indian Rupees(Rs.),4,3.6,62,High,chinese
Cafí© Knosh - The Leela Ambience Convention Hotel,new delhi,The Leela Ambience Convention Hotel,"north indian, italian",2700,Indian Rupees(Rs.),4,3.9,186,High,north indian
Cherry Bar - The Leela Ambience Convention Hotel,new delhi,The Leela Ambience Convention Hotel,finger food,2650,Indian Rupees(Rs.),4,3.6,48,High,finger food
Mei Kun - The Leela Ambience Convention Hotel,new delhi,The Leela Ambience Convention Hotel,thai,3500,Indian Rupees(Rs.),4,3.6,42,High,thai
Dilli 32 - The Leela Ambience Convention Hotel,new delhi,The Leela Ambience Convention Hotel,north indian,3500,Indian Rupees(Rs.),4,4.0,184,High,north indian
Jamavar - The Leela Palace,new delhi,"The Leela Palace, Chanakyapuri","north indian, mughlai",4000,Indian Rupees(Rs.),4,3.9,241,High,north indian
Le Cirque - The Leela Palace,new delhi,"The Leela Palace, Chanakyapuri","french, italian",5000,Indian Rupees(Rs.),4,3.8,199,High,french
MEGU - The Leela Palace,new delhi,"The Leela Palace, Chanakyapuri","japanese, sushi",5500,Indian Rupees(Rs.),4,3.9,178,High,japanese
The Library - The Leela Palace,new delhi,"The Leela Palace, Chanakyapuri","italian, continental",3500,Indian Rupees(Rs.),4,3.7,59,High,italian
The Lobby Lounge - The Leela Palace,new delhi,"The Leela Palace, Chanakyapuri","cafe, continental",2000,Indian Rupees(Rs.),4,3.6,32,High,cafe
